id,judul_romaji,judul_english,format,status,episodes,durasi_menit,musim,tahun_rilis,skor_rata2,skor_mean,popularitas,favorit,trending,jumlah_genre,genre,sumber_adaptasi,studio_utama,negara_asal,tag_top5,users_current,users_planning,users_completed,users_dropped,users_paused,users_repeating,suara_10,suara_20,suara_30,suara_40,suara_50,suara_60,suara_70,suara_80,suara_90,suara_100,skor,penonton_aktif,completion_rate,drop_rate,planning_ratio,total_suara,pct_suara_90plus,log_popularitas,log_favorit,tahun_sejak_2000,era
1691,Kaze no Stigma,Kaze no Stigma,TV,FINISHED,24,24,SPRING,2007,67.0,67.0,73912,786,2,4,Action|Drama|Fantasy|Romance,LIGHT_NOVEL,GONZO,JP,Magic|Tsundere|Urban Fantasy|Heterosexual|Revenge,3212,18402,46810,3334,2154,0,225,210,699,1263,2990,5475,8896,5919,2534,1295,67.0,55510,0.8432714826157449,0.06648851308232291,0.24897175018941445,29506,0.12977021622720802,4.868714954101186,2.8959747323590648,7,Sebelum 2015
1692,_summer,_summer,OVA,FINISHED,2,25,FALL,2006,50.0,50.0,2638,12,0,2,Drama|Romance,VISUAL_NOVEL,Rikuentai,JP,Female Harem|Love Triangle|School|Kuudere,85,810,1632,69,42,0,54,93,122,165,231,211,136,107,35,18,50.0,1828,0.8927789934354485,0.04056437389770723,0.3070507960576194,1172,0.04522184300341297,3.4212747912103465,1.1139433523068367,6,Sebelum 2015
1693,REIDEEN,,TV,FINISHED,26,24,WINTER,2007,61.0,63.0,2552,15,0,3,Action|Mecha|Sci-Fi,OTHER,Production I.G,JP,Super Robot|Aliens|Military|Robots,151,1471,687,157,86,0,14,17,15,38,64,107,78,81,52,19,61.0,1081,0.635522664199815,0.18601895734597157,0.57641065830721,485,0.1463917525773196,3.4068806700491248,1.2041199826559248,7,Sebelum 2015
1694,Idolm@ster Xenoglossia,IDOLM@STER: XENOGLOSSIA,TV,FINISHED,26,23,SPRING,2007,59.0,59.0,6671,45,0,5,Action|Comedy|Mecha|Romance|Sci-Fi,ORIGINAL,,JP,Primarily Female Cast|Super Robot|Twins|Cute Girls Doing Cute Things|Urban,370,3254,2257,480,310,0,69,62,114,178,259,371,307,210,127,107,59.0,3417,0.6605209247878255,0.17537449762513702,0.4877829410882926,1804,0.12971175166297116,3.824190940652583,1.662757831681574,7,Sebelum 2015
1695,Les Misérables: Shoujo Cosette,,TV,FINISHED,52,24,WINTER,2007,77.0,78.0,9265,229,0,2,Drama|Slice of Life,OTHER,Nippon Animation,JP,Historical|Classic Literature|Female Protagonist|Foreign|Heterosexual,340,5446,2887,263,329,0,18,16,19,46,72,147,403,493,439,377,77.0,3819,0.7559570568211573,0.08349206349206349,0.5878035617916891,2030,0.4019704433497537,3.966845423654916,2.361727836017593,7,Sebelum 2015
1696,Murder Princess,Murder Princess,OVA,FINISHED,6,24,SPRING,2007,65.0,66.0,10233,72,0,3,Action|Adventure|Fantasy,MANGA,Bee Train,JP,Body Swapping|Female Protagonist|Swordplay|Gore|Skeleton,359,3720,5579,297,278,0,34,40,108,193,562,748,1112,639,290,212,65.0,6513,0.8565945033010901,0.050544588155207626,0.36352975666959836,3938,0.12747587607922803,4.01000297412706,1.863322860120456,7,Sebelum 2015
1698,Nodame Cantabile,,TV,FINISHED,23,22,WINTER,2007,80.0,80.0,58431,1104,0,5,Comedy|Drama|Music|Romance|Slice of Life,MANGA,J.C.STAFF,JP,Primarily Adult Cast|Josei|Classical Music|College|Male Protagonist,2040,30107,23132,1363,1789,0,58,32,90,135,470,953,2918,5511,4503,2054,80.0,28324,0.8166925575483689,0.05564400898142478,0.5152573120432647,16724,0.39207127481463766,4.766643318977828,3.0433622780211294,7,Sebelum 2015
1699,Romeo x Juliet,,TV,FINISHED,24,24,SPRING,2007,71.0,72.0,30667,398,0,3,Drama|Fantasy|Romance,OTHER,GONZO,JP,Classic Literature|Politics|Revenge|Historical|Crossdressing,1130,14124,12821,1359,1233,0,83,63,149,278,688,1178,2244,2081,1205,829,71.0,16543,0.7750105784924137,0.0958392101551481,0.46056021130205105,8798,0.23118890656967492,4.486671293192432,2.6009728956867484,7,Sebelum 2015
1701,Boku no Marie,My Dear Marie,OVA,FINISHED,3,29,SPRING,1996,62.0,63.0,2203,17,1,4,Comedy|Ecchi|Romance|Sci-Fi,MANGA,Studio Pierrot,JP,Artificial Intelligence|Robots|Delinquents|Nudity|Seinen,67,1075,967,53,41,0,9,12,24,31,103,195,173,98,45,23,62.0,1128,0.8572695035460993,0.05196078431372549,0.4879709487063096,713,0.09537166900420757,3.343014497150768,1.255272505103306,-4,Sebelum 2015
1703,TOKYO TRIBE 2,,TV,FINISHED,13,24,FALL,2006,58.0,60.0,3125,15,0,2,Action|Drama,MANGA,MADHOUSE,JP,Crime|Gore|Delinquents|Gangs|Criminal Organization,145,2022,703,174,81,0,32,17,24,48,64,110,134,74,40,21,58.0,1103,0.6373526745240253,0.19840364880273662,0.64704,564,0.10815602836879433,3.494850021680094,1.2041199826559248,6,Sebelum 2015
1704,EAT-MAN,,TV,FINISHED,12,24,WINTER,1997,60.0,61.0,4264,45,0,3,Action|Adventure|Sci-Fi,MANGA,Studio DEEN,JP,Male Protagonist|Shounen|Guns|Episodic|Primarily Adult Cast,218,2594,1119,175,158,0,19,17,41,101,103,177,171,127,76,18,60.0,1670,0.670059880239521,0.13523956723338484,0.6083489681050657,850,0.11058823529411765,3.6298171960185157,1.662757831681574,-3,Sebelum 2015
1705,Genma Taisen: Shinwa Zenya no Shou,Genma Wars: Eve of Mythology,TV,FINISHED,13,25,WINTER,2002,47.0,48.0,929,8,0,5,Adventure|Drama|Horror|Sci-Fi|Supernatural,MANGA,E&G Films,JP,Super Power|Twins|Shounen,44,447,338,72,28,0,33,28,35,21,34,28,11,33,23,5,47.0,482,0.7012448132780082,0.17560975609756097,0.48116254036598494,251,0.11155378486055777,2.968015713993642,0.9542425094393249,2,Sebelum 2015
1706,Gun Frontier,,TV,FINISHED,13,25,SPRING,2002,62.0,63.0,3419,38,1,3,Action|Adventure|Sci-Fi,MANGA,Vega Entertainment,JP,Shounen|Desert|Cowboys|Samurai|Guns,142,1790,1236,135,116,0,26,17,33,56,125,159,222,150,42,58,62.0,1629,0.7587476979742173,0.09846827133479212,0.5235448961684703,888,0.11261261261261261,3.5338991007965945,1.591064607026499,2,Sebelum 2015
1707,Kinnikuman Nisei,Ultimate Muscle,TV,FINISHED,51,20,WINTER,2002,68.0,68.0,5454,115,0,4,Action|Comedy|Sci-Fi|Sports,MANGA,Toei Animation,JP,Shounen|Wrestling|Martial Arts|Aliens|Super Power,323,1319,3313,283,216,0,22,17,43,67,184,381,636,413,207,122,68.0,4135,0.8012091898428053,0.07869855394883203,0.24184085075174183,2092,0.15726577437858508,3.7367151336056112,2.0644579892269186,2,Sebelum 2015
1708,Majuu Sensen: THE APOCALYPSE,Beast Fighter: The Apocalypse,TV,FINISHED,13,22,WINTER,2003,50.0,52.0,1062,6,0,2,Action|Fantasy,MANGA,Magic Bus,JP,Gore|Shounen|Post-Apocalyptic|Gods,62,517,377,68,38,0,21,30,33,37,37,38,24,13,7,43,50.0,545,0.691743119266055,0.15280898876404495,0.4868173258003766,283,0.17667844522968199,3.0261245167454502,0.8450980400142568,3,Sebelum 2015
1709,Pocket Monsters: Mewtwo! Ware wa Koko ni Ari,Pokémon: Mewtwo Returns,SPECIAL,FINISHED,1,75,WINTER,2001,68.0,68.0,20966,138,0,6,Action|Adventure|Comedy|Drama|Fantasy|Sci-Fi,VIDEO_GAME,OLM,JP,Kids|Animals|Male Protagonist|Clone|Creature Taming,199,1449,19169,88,61,0,48,67,193,374,1067,1997,3034,1707,934,643,68.0,19517,0.9821693907875185,0.004569766838032923,0.06911189544977583,10064,0.15669713831478538,4.321515581460533,2.143014800254095,1,Sebelum 2015
1710,Rockman.EXE,MegaMan NT Warrior,TV,FINISHED,56,21,SPRING,2002,65.0,66.0,9421,158,0,4,Action|Adventure|Comedy|Sci-Fi,VIDEO_GAME,Xebec,JP,Artificial Intelligence|Virtual World|Primarily Child Cast|Kids|Male Protagonist,630,1881,5926,549,435,0,37,32,68,165,512,777,1139,529,275,180,65.0,7540,0.7859416445623342,0.08478764478764479,0.19966033329795138,3714,0.12250942380183091,3.9740970037941312,2.2013971243204513,2,Sebelum 2015
1711,Ryuusei Sentai Musumet,,TV,FINISHED,13,25,FALL,2004,63.0,67.0,1158,17,0,5,Adventure|Comedy|Ecchi|Romance|Sci-Fi,ORIGINAL,TNK,JP,Superhero|Henshin|Tokusatsu,63,601,396,63,35,0,9,8,19,10,35,47,33,39,52,34,63.0,557,0.7109515260323159,0.13725490196078433,0.5189982728842832,286,0.3006993006993007,3.0637085593914173,1.255272505103306,4,Sebelum 2015
1712,Shin Seiki Den Mars,,TV,FINISHED,13,25,FALL,2002,53.0,57.0,889,11,0,2,Mecha|Sci-Fi,MANGA,Plum,JP,Aliens|Military|Shounen|Robots|Male Protagonist,126,449,242,41,31,0,11,7,17,17,27,19,10,48,6,9,53.0,440,0.55,0.14487632508833923,0.5050618672665916,171,0.08771929824561403,2.9489017609702137,1.0791812460476249,2,Sebelum 2015
1713,Submarine Super 99,,TV,FINISHED,13,21,SPRING,2003,65.0,69.0,1038,11,0,3,Action|Adventure|Sci-Fi,MANGA,Vega Entertainment,JP,Ships|War|Politics|Military|Shounen,49,500,402,59,28,0,13,1,7,16,40,44,40,33,47,48,65.0,538,0.7472118959107806,0.1279826464208243,0.4816955684007707,289,0.328719723183391,3.016197353512439,1.0791812460476249,3,Sebelum 2015
1718,Winter Garden,Di Gi Charat: Winter Garden,SPECIAL,FINISHED,2,23,WINTER,2006,61.0,62.0,2348,18,0,3,Drama|Romance|Slice of Life,,J.C.STAFF,JP,Aliens|Heterosexual|Snowscape|Female Protagonist|Parody,65,830,1372,36,45,0,17,13,36,81,146,226,215,149,70,34,61.0,1518,0.9038208168642952,0.02556818181818182,0.3534923339011925,987,0.10536980749746708,3.370698092575577,1.2787536009528289,6,Sebelum 2015
1719,Rozen Maiden: Ouvertüre,,SPECIAL,FINISHED,2,24,WINTER,2006,74.0,74.0,9753,93,0,3,Action|Comedy|Drama,MANGA,Nomad,JP,Magic|Female Protagonist|Primarily Female Cast|Urban Fantasy|Ensemble Cast,164,1951,7473,74,91,0,18,21,33,81,276,544,1387,1242,703,428,74.0,7802,0.9578313253012049,0.009805220617463892,0.20004101302163438,4733,0.23896049017536447,3.989138224215789,1.9731278535996986,6,Sebelum 2015
1720,ToHeart2 OVA,,OVA,FINISHED,3,28,WINTER,2007,64.0,66.0,1867,11,0,3,Comedy|Drama|Romance,,,JP,Cute Girls Doing Cute Things|Female Harem|School|Kuudere,86,660,1029,45,47,0,17,9,13,37,75,144,167,116,62,38,64.0,1207,0.8525269262634632,0.04189944134078212,0.3535083020889127,678,0.14749262536873156,3.2711443179490782,1.0791812460476249,7,Sebelum 2015
1721,Hitohira,,TV,FINISHED,12,23,SPRING,2007,63.0,64.0,3986,17,0,3,Drama|Romance|Slice of Life,MANGA,Xebec,JP,Acting|Female Protagonist|School Club|School|Kuudere,168,1831,1641,227,119,0,19,12,35,78,156,279,302,192,87,51,63.0,2155,0.7614849187935034,0.1215203426124197,0.4593577521324636,1211,0.11395540875309662,3.600537294364469,1.255272505103306,7,Sebelum 2015
1722,Nagasarete Airantou,Nagasarete Airanto,TV,FINISHED,26,24,SPRING,2007,67.0,68.0,20158,256,1,4,Comedy|Ecchi|Fantasy|Romance,MANGA,feel.,JP,Female Harem|Primarily Female Cast|Rural|Shrine Maiden|Animals,1346,7703,9225,998,886,0,69,72,153,283,681,1052,1838,1201,603,404,67.0,12455,0.7406663990365315,0.09762300694512374,0.38213116380593315,6356,0.15843297671491505,4.304447440866175,2.4099331233312946,7,Sebelum 2015
1723,Clannad Movie,Clannad: The Motion Picture,MOVIE,FINISHED,1,94,SUMMER,2007,67.0,67.0,31510,261,1,3,Drama|Fantasy|Romance,VISUAL_NOVEL,Toei Animation,JP,School|Heterosexual|Primarily Teen Cast|School Club|Male Protagonist,488,9143,21144,460,275,0,298,271,530,838,1332,2125,3302,2448,1604,1219,67.0,22367,0.9453212321723968,0.021292353267913348,0.29016185337987943,13967,0.20211928116274075,4.498448403174,2.4183012913197452,7,Sebelum 2015
1724,Saint October,,TV,FINISHED,26,25,WINTER,2007,62.0,64.0,2383,22,0,5,Adventure|Drama|Fantasy|Mahou Shoujo|Mystery,ORIGINAL,Studio Comet,JP,Cute Girls Doing Cute Things|Female Protagonist|Detective|Henshin,144,1449,513,172,105,0,17,10,17,40,47,70,65,87,46,35,62.0,934,0.5492505353319058,0.2510948905109489,0.6080570709190096,434,0.18663594470046083,3.377124042346456,1.3617278360175928,7,Sebelum 2015
1725,Keitai Shoujo,,ONA,FINISHED,6,8,SPRING,2007,47.0,48.0,1788,8,0,3,Comedy|Drama|Romance,VISUAL_NOVEL,Studio Hibari,JP,School|Primarily Female Cast|Male Protagonist|Archery|School Club,105,810,760,65,48,0,30,36,83,91,120,86,46,23,15,19,47.0,978,0.7770961145194274,0.07878787878787878,0.45302013422818793,549,0.061930783242258654,3.2523675144598987,0.9542425094393249,7,Sebelum 2015
1726,Devil May Cry,Devil May Cry,TV,FINISHED,12,24,SUMMER,2007,66.0,66.0,62407,1011,3,2,Action|Fantasy,VIDEO_GAME,MADHOUSE,JP,Demons|Male Protagonist|Body Horror|Video Games|Guns,4203,19532,34875,2258,1539,0,242,288,691,1241,2660,4254,6055,3704,2262,1396,66.0,42875,0.8134110787172012,0.060808445318180596,0.31297771083372056,22793,0.1604878690826131,4.7952333058822605,3.0051805125037805,7,Sebelum 2015
1727,Shinkyoku Soukai Polyphonica,Polyphonica,TV,FINISHED,12,24,SPRING,2007,63.0,63.0,5987,28,0,4,Drama|Fantasy|Music|Romance,VISUAL_NOVEL,,JP,School|Classical Music|Henshin|Magic|Urban Fantasy,270,2741,2435,316,225,0,28,37,67,120,196,311,429,261,88,93,63.0,3246,0.7501540357362908,0.11486732097419121,0.45782528812426926,1630,0.11104294478527607,3.777209258145685,1.462397997898956,7,Sebelum 2015
1728,Super GALS! Kotobuki Ran,Super GALS,TV,FINISHED,52,24,SPRING,2001,71.0,72.0,7528,156,0,2,Comedy|Slice of Life,MANGA,Studio Pierrot,JP,Gyaru|Urban|Female Protagonist|Shoujo|Episodic,561,4194,1983,352,438,0,18,16,21,37,122,181,351,291,254,158,71.0,3334,0.5947810437912417,0.15074946466809422,0.5571200850159405,1449,0.28433402346445824,3.8766796104192007,2.1958996524092336,1,Sebelum 2015
1729,Maria-sama ga Miteru: 3rd Season OVA,Maria Watches Over Us 3rd Season OVA,OVA,FINISHED,5,50,WINTER,2006,76.0,76.0,5103,71,0,2,Drama|Slice of Life,LIGHT_NOVEL,Studio DEEN,JP,Coming of Age|Yuri|School|Ojou-sama|Female Protagonist,138,1883,2930,65,87,0,13,11,12,31,89,166,537,567,417,239,76.0,3220,0.9099378881987578,0.021702838063439065,0.36899862825788754,2082,0.3150816522574448,3.7078255683322316,1.8573324964312685,6,Sebelum 2015
1731,Tales of Symphonia THE ANIMATION: Sylvarant-hen,Tales of Symphonia: The Animation - Sylvarant Arc,OVA,FINISHED,4,32,SUMMER,2007,68.0,68.0,9746,58,0,3,Action|Adventure|Fantasy,VIDEO_GAME,ufotable,JP,Magic|Swordplay|Male Protagonist|Elf|Angels,320,3701,5303,200,222,0,28,17,73,137,352,664,1127,644,342,202,68.0,6045,0.8772539288668321,0.036343812465927675,0.3797455366304125,3586,0.1517010596765198,3.9888264070452757,1.7708520116421442,7,Sebelum 2015
1732,Negima!? Natsu Special!?,Negima!? Magister Negi Magi: Summer,OVA,FINISHED,1,27,FALL,2006,65.0,66.0,3830,21,0,4,Comedy|Ecchi|Fantasy|Romance,ORIGINAL,Shaft,JP,Female Harem|School|Shounen|Magic|Urban Fantasy,100,1143,2471,65,51,0,14,13,33,59,178,312,481,230,94,64,65.0,2687,0.9196129512467436,0.025630914826498423,0.2984334203655353,1478,0.10690121786197564,3.583198773968623,1.3424226808222062,6,Sebelum 2015
1733,eX-Driver: Nina & Rei Danger Zone,éX-Driver Danger Zone,OVA,FINISHED,1,27,SPRING,2002,60.0,61.0,1646,18,0,2,Action|Sci-Fi,ORIGINAL,Actas,JP,Cars|CGI|Female Protagonist|Artificial Intelligence,46,679,870,23,28,0,9,29,25,48,85,151,120,86,23,47,60.0,967,0.8996897621509824,0.025755879059350503,0.41251518833535844,623,0.11235955056179775,3.216429830876251,1.2787536009528289,2,Sebelum 2015
1734,Ajimu: Kaigan Monogatari,,ONA,FINISHED,4,28,SUMMER,2001,58.0,59.0,2733,12,0,3,Comedy|Drama|Romance,ORIGINAL,,JP,Heterosexual|School,89,1154,1359,83,48,0,17,30,58,81,191,232,184,134,58,14,58.0,1579,0.8606713109563014,0.057558945908460474,0.4222466154409074,999,0.07207207207207207,3.436639631692661,1.1139433523068367,1,Sebelum 2015
1735,NARUTO: Shippuuden,Naruto: Shippuden,TV,FINISHED,500,23,WINTER,2007,82.0,82.0,595330,46948,72,6,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,MANGA,Studio Pierrot,JP,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power,72688,49694,419448,25717,27783,0,1770,909,2151,4047,8890,16199,39443,64492,80694,90384,82.0,545636,0.7687322683987127,0.05776959105050936,0.08347303176389566,308979,0.5536881147262436,5.774757768166024,4.671626346354908,7,Sebelum 2015
1736,B'T-X NEO,,OVA,FINISHED,14,24,SUMMER,1997,64.0,66.0,1214,13,0,2,Action|Adventure,MANGA,Kyokuichi Tokyo Movie,JP,Robots|Super Robot|Shounen|Artificial Intelligence|Primarily Male Cast,53,456,638,38,29,0,8,5,26,9,47,63,97,81,51,23,64.0,758,0.841688654353562,0.05621301775147929,0.3756177924217463,410,0.18048780487804877,3.0842186867392387,1.146128035678238,-3,Sebelum 2015
1737,Uchuu Senshi Baldios,Space Warrior Baldios,TV,FINISHED,34,25,SUMMER,1980,67.0,70.0,1751,32,1,4,Adventure|Drama|Mecha|Sci-Fi,ORIGINAL,Ashi Productions,JP,Episodic|Male Protagonist|War|Military|Space,101,1054,475,69,52,0,16,6,9,17,30,40,62,53,73,53,67.0,697,0.6814921090387375,0.12683823529411764,0.6019417475728155,359,0.35097493036211697,3.243286146083446,1.5185139398778875,-20,Sebelum 2015
1738,Muteki Kanban Musume,Ramen Fighter Miki,TV,FINISHED,12,24,SUMMER,2006,66.0,67.0,4541,45,0,2,Action|Comedy,MANGA,Telecom Animation Film,JP,Food|Surreal Comedy|Work|Female Protagonist|Tomboy,193,2176,1772,239,161,0,20,17,40,55,142,247,360,272,126,80,66.0,2365,0.7492600422832981,0.11884634510193934,0.4791896058136974,1359,0.1515820456217807,3.657151501900967,1.662757831681574,6,Sebelum 2015
1739,Shibawanko no Wa no Kokoro,,TV_SHORT,FINISHED,80,2,SPRING,2006,45.0,49.0,264,1,0,1,Slice of Life,,,JP,Kids|Animals,12,129,78,34,11,0,13,2,3,0,7,4,9,10,1,3,45.0,135,0.5777777777777777,0.30357142857142855,0.48863636363636365,52,0.07692307692307693,2.4216039268698313,0.3010299956639812,6,Sebelum 2015
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,,TV,FINISHED,11,24,SUMMER,2006,50.0,52.0,824,12,0,2,Action|Drama,MANGA,Trans Arts,JP,Politics|Crime|Police,46,439,234,71,34,0,14,15,32,26,27,17,19,7,33,6,50.0,385,0.6077922077922078,0.23278688524590163,0.5327669902912622,196,0.1989795918367347,2.9159272116971158,1.1139433523068367,6,Sebelum 2015
1741,Hit wo Nerae! Specials,,SPECIAL,FINISHED,4,14,SPRING,2004,45.0,46.0,602,4,0,2,Comedy|Ecchi,ORIGINAL,,JP,,19,187,360,25,11,0,33,13,26,40,53,46,22,12,9,5,45.0,415,0.8674698795180723,0.06493506493506493,0.3106312292358804,259,0.05405405405405406,2.7795964912578244,0.6989700043360189,4,Sebelum 2015
1742,Souryuuden,Legend of the Dragon Kings,OVA,FINISHED,12,45,SUMMER,1991,57.0,60.0,1248,14,0,3,Drama|Mystery|Supernatural,OTHER,Kitty Film,JP,Super Power|Male Protagonist|Primarily Male Cast,57,757,317,68,49,0,11,7,17,17,42,40,51,39,9,20,57.0,491,0.6456211812627292,0.17662337662337663,0.6065705128205128,253,0.11462450592885376,3.0962145853464054,1.1760912590556813,-9,Sebelum 2015
1743,Super Milk-Chan,Super Milk-Chan,TV_SHORT,FINISHED,14,8,SUMMER,1998,58.0,60.0,1711,31,0,3,Action|Comedy|Sci-Fi,,Tokyo Kids,JP,Parody|Robots|Female Protagonist|Superhero|Nudity,69,716,757,124,45,0,27,24,42,39,94,79,67,83,72,32,58.0,995,0.7608040201005025,0.14074914869466515,0.418468731735827,559,0.18604651162790697,3.2332500095411003,1.505149978319906,-2,Sebelum 2015
1744,Wagamama☆Fairy Mirumo de Pon!,Mirmo Zibang!,TV,FINISHED,78,21,SPRING,2002,69.0,70.0,4845,101,0,6,Adventure|Comedy|Drama|Fantasy|Mahou Shoujo|Romance,MANGA,Studio Hibari,JP,Magic|Love Triangle|Kids|Henshin|Ninja,293,1359,2454,406,333,0,11,21,28,56,150,255,399,308,206,139,69.0,3486,0.7039586919104991,0.14195804195804196,0.2804953560371517,1573,0.2193261284170375,3.6852937813867843,2.0086001717619175,2,Sebelum 2015
1745,Wild 7 another Bouryaku Unga,Wild 7 Another,TV,FINISHED,13,22,SPRING,2002,43.0,45.0,515,3,0,2,Action|Adventure,MANGA,E&G Films,JP,Police|Shounen|Kuudere,36,242,166,49,22,0,14,11,12,13,15,18,7,4,3,5,43.0,273,0.608058608058608,0.22790697674418606,0.46990291262135925,102,0.0784313725490196,2.711807229041191,0.6020599913279624,2,Sebelum 2015
1746,Zoids Fuzors,Zoids Fuzors,TV,FINISHED,26,25,FALL,2004,57.0,58.0,1956,25,0,3,Adventure|Mecha|Sci-Fi,OTHER,Tokyo Kids,JP,Real Robot|Robots|Super Robot,119,616,1045,125,51,0,19,26,29,59,112,145,131,74,16,22,57.0,1340,0.7798507462686567,0.10683760683760683,0.3149284253578732,633,0.06003159557661927,3.291368850451583,1.414973347970818,4,Sebelum 2015
1747,FREEDOM,Freedom,OVA,FINISHED,7,27,FALL,2006,69.0,70.0,6709,39,0,3,Action|Adventure|Sci-Fi,ORIGINAL,Sunrise,JP,Space|Post-Apocalyptic|Male Protagonist|Tanned Skin|Primarily Teen Cast,197,4155,2066,171,120,0,12,15,44,60,115,258,399,362,237,103,69.0,2554,0.8089271730618638,0.07644166294143943,0.6193173349232375,1605,0.2118380062305296,3.8266577918758693,1.6020599913279625,6,Sebelum 2015
1748,Piyoko ni Omakase pyo!,Leave it to Piyoko pyo!,OVA,FINISHED,8,15,SPRING,2003,62.0,64.0,1404,15,0,2,Comedy|Sci-Fi,MANGA,MADHOUSE,JP,Chibi|Kemonomimi|Aliens|Surreal Comedy|Episodic,56,555,709,33,51,0,8,8,20,29,59,118,101,85,29,32,62.0,849,0.8351001177856302,0.0444743935309973,0.3952991452991453,489,0.12474437627811862,3.1473671077937864,1.2041199826559248,3,Sebelum 2015
1749,Amaenaide yo!! Special,Ah! My Buddha Special,SPECIAL,FINISHED,1,23,WINTER,2005,59.0,60.0,2622,12,0,4,Comedy|Ecchi|Romance|Supernatural,,Studio DEEN,JP,Female Harem|Kuudere,47,564,1949,39,23,0,20,34,60,88,191,265,285,128,54,43,59.0,2058,0.9470359572400389,0.019617706237424547,0.2151029748283753,1168,0.08304794520547945,3.4186326873540653,1.1139433523068367,5,Sebelum 2015
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,Ah My Buddha Katsu Special,SPECIAL,FINISHED,1,23,SUMMER,2006,60.0,61.0,2701,14,0,4,Comedy|Ecchi|Romance|Supernatural,,Studio DEEN,JP,Female Harem|Kuudere,78,736,1813,46,28,0,18,20,60,78,154,264,229,125,92,34,60.0,1965,0.92264631043257,0.02474448628294782,0.2724916697519437,1074,0.11731843575418995,3.431524584187451,1.1760912590556813,6,Sebelum 2015
1751,Jikuu Bouken Nuumamonjaa,Chrono Trigger,OVA,FINISHED,1,16,SUMMER,1996,48.0,49.0,1954,11,0,3,Action|Comedy|Fantasy,VIDEO_GAME,,JP,Anachronism|Robots|Male Protagonist|Primarily Male Cast,31,393,1497,20,13,0,51,66,116,104,179,148,86,61,31,16,48.0,1561,0.9590006406149904,0.013183915622940013,0.20112589559877175,858,0.054778554778554776,3.2909245593827543,1.0791812460476249,-4,Sebelum 2015
1752,Di Gi Charat: Hoshi no Tabi,Di Gi Charat: A Trip To The Planet,MOVIE,FINISHED,1,21,FALL,2001,64.0,66.0,1679,12,0,1,Comedy,,MADHOUSE,JP,Chibi|Cute Girls Doing Cute Things|Kemonomimi|Aliens|Advertisement,37,434,1143,36,29,0,8,12,19,33,78,171,207,139,48,32,64.0,1245,0.9180722891566265,0.030534351145038167,0.258487194758785,747,0.107095046854083,3.225050696138049,1.1139433523068367,1,Sebelum 2015
1753,Di Gi Charat: Kuchi Kara Bazooka,,SPECIAL,FINISHED,1,13,FALL,2001,59.0,61.0,1172,3,0,1,Comedy,,MADHOUSE,JP,Cute Girls Doing Cute Things|Chibi|Kuudere,27,312,795,20,18,0,8,9,23,41,74,128,114,73,22,15,59.0,860,0.9244186046511628,0.024539877300613498,0.26621160409556316,507,0.07297830374753451,3.0689276116820716,0.6020599913279624,1,Sebelum 2015
1754,Di Gi Charat: Summer Special 2000,Di Gi Charat: Summer Specials,SPECIAL,FINISHED,4,11,SUMMER,2000,64.0,65.0,2004,16,0,1,Comedy,ORIGINAL,MADHOUSE,JP,Surreal Comedy|Kemonomimi|Advertisement|Work|Female Protagonist,60,363,1500,40,41,0,8,18,36,55,111,219,217,147,66,64,64.0,1641,0.9140767824497258,0.025974025974025976,0.18113772455089822,941,0.1381509032943677,3.301897717195208,1.2304489213782739,0,Sebelum 2015
1755,Di Gi Charat: Ohanami Special,Di Gi Charat: Flower Viewing Specials,SPECIAL,FINISHED,4,10,SPRING,2001,66.0,67.0,1619,9,0,1,Comedy,ORIGINAL,MADHOUSE,JP,Chibi|Cute Girls Doing Cute Things|Surreal Comedy|Kemonomimi|Advertisement,47,349,1161,33,29,0,8,9,15,34,69,149,188,169,53,42,66.0,1270,0.9141732283464566,0.02763819095477387,0.21556516368128475,736,0.12907608695652173,3.2092468487533736,1.0,1,Sebelum 2015
